timestamp,road_segment_id,road_name,latitude,longitude,speed,volume,weather_condition,is_holiday_or_event
2026-03-03 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.16,791.07,Clear,False
2026-03-03 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,13.09,1864.55,Heavy Rain,False
2026-03-03 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.16,1972.06,Cloudy,False
2026-03-03 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,15.89,1956.67,Heavy Rain,False
2026-03-03 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.84,659.76,Clear,False
2026-03-03 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.14,890.23,Cloudy,False
2026-03-03 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.28,759.96,Rain,False
2026-03-03 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.62,694.96,Rain,False
2026-03-03 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,47.64,1062.85,Clear,False
2026-03-03 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,40.54,732.04,Clear,False
2026-03-03 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.27,961.46,Heavy Rain,False
2026-03-03 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,19.01,1616.46,Clear,False
2026-03-03 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,12.07,2227.76,Heavy Rain,False
2026-03-03 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.43,1971.98,Clear,False
2026-03-03 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.48,761.35,Clear,False
2026-03-03 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.36,717.53,Rain,False
2026-03-03 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.02,956.86,Clear,False
2026-03-03 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.1,246.65,Clear,False
2026-03-04 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.02,268.15,Clear,False
2026-03-04 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.26,192.46,Cloudy,False
2026-03-04 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,61.55,250.69,Clear,False
2026-03-04 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.98,201.98,Snow,False
2026-03-04 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.52,248.36,Clear,False
2026-03-04 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.32,714.28,Clear,False
2026-03-04 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.4,856.86,Clear,False
2026-03-04 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.78,1581.82,Clear,False
2026-03-04 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.37,1610.01,Clear,False
2026-03-04 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.13,1262.73,Clear,False
2026-03-04 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.6,1104.39,Heavy Rain,False
2026-03-04 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.7,1027.62,Clear,False
2026-03-04 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.9,709.55,Clear,False
2026-03-04 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.5,561.68,Snow,False
2026-03-04 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.65,840.94,Clear,False
2026-03-04 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,39.31,989.19,Rain,False
2026-03-04 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.06,974.42,Clear,False
2026-03-04 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.9,2252.84,Clear,False
2026-03-04 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.32,1533.71,Rain,False
2026-03-04 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,10.05,1372.63,Snow,False
2026-03-04 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.99,885.68,Clear,False
2026-03-04 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.28,1028.64,Heavy Rain,False
2026-03-04 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.19,618.22,Clear,False
2026-03-04 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.89,270.83,Clear,False
2026-03-05 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,59.75,195.15,Clear,False
2026-03-05 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,59.51,253.87,Clear,False
2026-03-05 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.33,245.53,Cloudy,False
2026-03-05 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.42,159.08,Snow,False
2026-03-05 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.3,208.15,Snow,False
2026-03-05 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.39,1019.1,Rain,False
2026-03-05 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.8,687.46,Clear,False
2026-03-05 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.39,1550.98,Clear,False
2026-03-05 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.39,2272.19,Clear,False
2026-03-05 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.54,1685.28,Clear,False
2026-03-05 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.29,878.17,Clear,False
2026-03-05 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.79,712.86,Snow,False
2026-03-05 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.52,771.58,Cloudy,False
2026-03-05 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.82,809.82,Clear,False
2026-03-05 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.71,460.74,Snow,False
2026-03-05 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.09,606.47,Cloudy,False
2026-03-05 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.88,930.67,Clear,False
2026-03-05 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.64,1341.34,Cloudy,False
2026-03-05 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.89,1763.1,Clear,False
2026-03-05 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.86,1651.95,Clear,False
2026-03-05 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.21,721.81,Cloudy,False
2026-03-05 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.65,876.07,Clear,False
2026-03-05 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.53,1069.09,Heavy Rain,False
2026-03-05 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.63,270.69,Cloudy,False
2026-03-06 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.86,235.87,Clear,False
2026-03-06 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,61.45,271.17,Cloudy,False
2026-03-06 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.48,227.96,Clear,False
2026-03-06 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.72,216.48,Clear,False
2026-03-06 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,68.83,254.58,Cloudy,False
2026-03-06 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,39.33,910.14,Clear,False
2026-03-06 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.55,923.9,Clear,False
2026-03-06 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,11.45,1068.32,Snow,False
2026-03-06 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.42,1287.14,Clear,False
2026-03-06 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.2,1607.32,Clear,False
2026-03-06 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.5,1030.71,Heavy Rain,False
2026-03-06 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.41,677.07,Clear,False
2026-03-06 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,37.28,715.29,Rain,False
2026-03-06 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.35,628.38,Cloudy,False
2026-03-06 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,17.21,1223.53,Cloudy,True
2026-03-06 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.76,690.47,Rain,False
2026-03-06 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.23,801.23,Cloudy,False
2026-03-06 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.29,1710.9,Clear,False
2026-03-06 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.95,1455.95,Clear,False
2026-03-06 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.66,1507.52,Clear,False
2026-03-06 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.68,967.4,Rain,False
2026-03-06 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.14,651.46,Cloudy,False
2026-03-06 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.6,565.75,Clear,False
2026-03-06 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.97,287.3,Rain,False
2026-03-07 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,66.16,152.31,Clear,False
2026-03-07 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,63.01,155.58,Clear,False
2026-03-07 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.56,189.41,Cloudy,False
2026-03-07 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,56.65,165.59,Rain,False
2026-03-07 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.06,263.62,Clear,True
2026-03-07 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.52,612.89,Clear,False
2026-03-07 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.24,666.83,Heavy Rain,False
2026-03-07 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.22,672.4,Rain,False
2026-03-07 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.4,569.86,Clear,False
2026-03-07 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.82,510.31,Clear,False
2026-03-07 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.38,597.32,Rain,False
2026-03-07 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.05,847.99,Heavy Rain,False
2026-03-07 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.59,628.33,Clear,False
2026-03-07 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,47.57,617.94,Rain,False
2026-03-07 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.88,533.94,Clear,False
2026-03-07 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.1,549.07,Clear,False
2026-03-07 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.99,792.99,Heavy Rain,False
2026-03-07 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.63,809.34,Rain,False
2026-03-07 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.52,458.01,Clear,False
2026-03-07 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.23,626.5,Clear,False
2026-03-07 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.7,674.06,Rain,False
2026-03-07 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.02,533.09,Rain,False
2026-03-07 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.39,553.43,Rain,False
2026-03-07 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.37,213.58,Heavy Rain,False
2026-03-08 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,59.04,159.9,Clear,False
2026-03-08 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,67.01,153.79,Clear,False
2026-03-08 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.2,191.56,Rain,False
2026-03-08 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,65.93,155.23,Clear,False
2026-03-08 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,61.32,173.85,Clear,False
2026-03-08 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.17,353.42,Snow,False
2026-03-08 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.94,542.07,Cloudy,False
2026-03-08 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,25.52,547.14,Snow,False
2026-03-08 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,26.87,437.25,Snow,False
2026-03-08 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.7,380.63,Snow,False
2026-03-08 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.7,428.6,Snow,False
2026-03-08 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.1,490.51,Clear,False
2026-03-08 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.26,757.63,Rain,False
2026-03-08 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.96,593.74,Cloudy,False
2026-03-08 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.92,526.3,Clear,False
2026-03-08 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.61,561.06,Clear,False
2026-03-08 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.98,495.07,Clear,False
2026-03-08 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.62,601.83,Cloudy,False
2026-03-08 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.18,704.64,Rain,False
2026-03-08 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.16,495.54,Clear,False
2026-03-08 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.82,575.4,Cloudy,False
2026-03-08 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.34,492.1,Clear,False
2026-03-08 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.54,560.62,Rain,False
2026-03-08 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.68,154.75,Clear,False
2026-03-09 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.06,245.41,Clear,False
2026-03-09 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.5,307.54,Clear,False
2026-03-09 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,32.03,175.39,Snow,False
2026-03-09 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,31.95,335.02,Heavy Rain,False
2026-03-09 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.78,305.93,Clear,False
2026-03-09 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.31,743.7,Clear,False
2026-03-09 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,37.29,962.46,Clear,False
2026-03-09 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,26.69,1707.37,Cloudy,False
2026-03-09 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.7,1310.53,Clear,False
2026-03-09 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.01,1450.15,Clear,False
2026-03-09 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,36.53,962.22,Rain,False
2026-03-09 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,40.2,782.91,Clear,False
2026-03-09 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.54,861.73,Cloudy,False
2026-03-09 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,40.97,731.55,Rain,False
2026-03-09 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.1,953.32,Cloudy,False
2026-03-09 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.5,710.18,Clear,False
2026-03-09 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.98,813.88,Clear,False
2026-03-09 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.38,1777.82,Rain,False
2026-03-09 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.14,2021.28,Clear,False
2026-03-09 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.94,1833.18,Clear,False
2026-03-09 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,47.9,964.24,Clear,False
2026-03-09 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,16.26,1323.49,Cloudy,True
2026-03-09 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.3,647.85,Rain,False
2026-03-09 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.58,166.59,Clear,False
2026-03-10 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,56.92,265.83,Clear,False
2026-03-10 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,67.29,242.67,Cloudy,False
2026-03-10 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,68.03,190.32,Clear,False
2026-03-10 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.54,238.0,Clear,False
2026-03-10 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.75,238.82,Cloudy,False
2026-03-10 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,35.7,789.31,Cloudy,False
2026-03-10 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.48,1144.47,Heavy Rain,False
2026-03-10 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.79,1360.68,Rain,False
2026-03-10 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.77,1332.33,Rain,False
2026-03-10 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,16.1,2140.2,Heavy Rain,False
2026-03-10 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,40.56,860.49,Clear,False
2026-03-10 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.61,704.86,Clear,False
2026-03-10 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,37.84,743.35,Rain,False
2026-03-10 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.51,656.25,Cloudy,False
2026-03-10 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.84,804.23,Clear,False
2026-03-10 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.85,825.68,Clear,False
2026-03-10 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.49,773.48,Cloudy,False
2026-03-10 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.88,1781.8,Clear,False
2026-03-10 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,18.11,1607.98,Rain,False
2026-03-10 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.88,1047.54,Clear,False
2026-03-10 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.18,964.02,Clear,False
2026-03-10 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.4,770.12,Clear,False
2026-03-10 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,47.59,837.35,Cloudy,False
2026-03-10 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.91,364.4,Heavy Rain,False
2026-03-11 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.1,308.4,Clear,True
2026-03-11 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.1,247.32,Clear,False
2026-03-11 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,32.45,245.44,Heavy Rain,False
2026-03-11 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.72,201.06,Clear,False
2026-03-11 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,68.37,271.74,Cloudy,False
2026-03-11 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.96,977.59,Clear,False
2026-03-11 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.35,696.65,Clear,False
2026-03-11 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,31.11,1556.4,Clear,False
2026-03-11 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.2,1398.89,Clear,False
2026-03-11 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.64,1141.32,Clear,False
2026-03-11 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.17,1029.13,Cloudy,False
2026-03-11 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.71,867.56,Clear,False
2026-03-11 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.07,741.54,Clear,False
2026-03-11 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.33,696.32,Clear,False
2026-03-11 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.22,700.29,Clear,False
2026-03-11 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.22,793.97,Clear,False
2026-03-11 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,37.34,760.2,Rain,False
2026-03-11 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,18.02,1959.42,Rain,False
2026-03-11 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.63,1365.39,Clear,False
2026-03-11 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.72,1780.33,Clear,False
2026-03-11 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,18.74,692.16,Snow,False
2026-03-11 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.02,868.47,Cloudy,False
2026-03-11 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.57,583.41,Cloudy,False
2026-03-11 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.49,193.38,Snow,False
2026-03-12 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.02,207.44,Clear,False
2026-03-12 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,62.24,180.19,Clear,False
2026-03-12 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,58.11,196.4,Cloudy,False
2026-03-12 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.69,241.71,Cloudy,False
2026-03-12 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.47,226.16,Clear,False
2026-03-12 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.1,803.85,Rain,False
2026-03-12 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.45,730.88,Rain,False
2026-03-12 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.43,1751.38,Clear,False
2026-03-12 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.33,1267.87,Clear,False
