timestamp,road_segment_id,road_name,latitude,longitude,speed,volume,weather_condition,is_holiday_or_event,hour,day_of_week,is_weekend,month,speed_lag_1,volume_lag_1,speed_rolling_mean,volume_rolling_mean,weather_encoded,segment_encoded,congestion_level,congestion_encoded
2026-03-04 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.98,201.98,Snow,False,3,2,0,3,61.55,250.69,47.596666666666664,215.04333333333332,4,0,Heavy,1
2026-03-04 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.52,248.36,Clear,False,4,2,0,3,29.98,201.98,48.68333333333334,233.67666666666665,0,0,Free Flow,0
2026-03-04 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,46.32,714.28,Clear,False,5,2,0,3,54.52,248.36,43.60666666666666,388.20666666666665,0,0,Moderate,2
2026-03-04 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.4,856.86,Clear,False,6,2,0,3,46.32,714.28,51.413333333333334,606.5,0,0,Moderate,2
2026-03-04 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,23.78,1581.82,Clear,False,7,2,0,3,53.4,856.86,41.166666666666664,1050.9866666666667,0,0,Severe,3
2026-03-04 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.37,1610.01,Clear,False,8,2,0,3,23.78,1581.82,33.85,1349.5633333333333,0,0,Severe,3
2026-03-04 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.13,1262.73,Clear,False,9,2,0,3,24.37,1610.01,26.093333333333334,1484.8533333333332,0,0,Severe,3
2026-03-04 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.6,1104.39,Heavy Rain,False,10,2,0,3,30.13,1262.73,28.03333333333333,1325.71,2,0,Heavy,1
2026-03-04 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.7,1027.62,Clear,False,11,2,0,3,29.6,1104.39,36.14333333333334,1131.58,0,0,Heavy,1
2026-03-04 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.9,709.55,Clear,False,12,2,0,3,48.7,1027.62,40.733333333333334,947.1866666666666,0,0,Moderate,2
2026-03-04 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.5,561.68,Snow,False,13,2,0,3,43.9,709.55,37.699999999999996,766.2833333333333,4,0,Severe,3
2026-03-04 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,44.65,840.94,Clear,False,14,2,0,3,20.5,561.68,36.35,704.0566666666667,0,0,Moderate,2
2026-03-04 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,39.31,989.19,Rain,False,15,2,0,3,44.65,840.94,34.82,797.27,3,0,Heavy,1
2026-03-04 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.06,974.42,Clear,False,16,2,0,3,39.31,989.19,43.00666666666667,934.85,0,0,Heavy,1
2026-03-04 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.9,2252.84,Clear,False,17,2,0,3,45.06,974.42,35.42333333333333,1405.4833333333336,0,0,Severe,3
2026-03-04 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.32,1533.71,Rain,False,18,2,0,3,21.9,2252.84,29.093333333333334,1586.99,3,0,Severe,3
2026-03-04 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,10.05,1372.63,Snow,False,19,2,0,3,20.32,1533.71,17.423333333333332,1719.7266666666667,4,0,Severe,3
2026-03-04 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.99,885.68,Clear,False,20,2,0,3,10.05,1372.63,24.786666666666672,1264.0066666666667,0,0,Moderate,2
2026-03-04 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.28,1028.64,Heavy Rain,False,21,2,0,3,43.99,885.68,27.44,1095.65,2,0,Heavy,1
2026-03-04 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.19,618.22,Clear,False,22,2,0,3,28.28,1028.64,37.82,844.18,0,0,Moderate,2
2026-03-04 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.89,270.83,Clear,False,23,2,0,3,41.19,618.22,41.78666666666667,639.2300000000001,0,0,Free Flow,0
2026-03-05 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,59.75,195.15,Clear,False,0,3,0,3,55.89,270.83,52.276666666666664,361.40000000000003,0,0,Free Flow,0
2026-03-05 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,59.51,253.87,Clear,False,1,3,0,3,59.75,195.15,58.38333333333333,239.95000000000002,0,0,Free Flow,0
2026-03-05 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.33,245.53,Cloudy,False,2,3,0,3,59.51,253.87,57.53,231.51666666666665,1,0,Free Flow,0
2026-03-05 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,29.42,159.08,Snow,False,3,3,0,3,53.33,245.53,47.419999999999995,219.49333333333334,4,0,Heavy,1
2026-03-05 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.3,208.15,Snow,False,4,3,0,3,29.42,159.08,37.68333333333334,204.25333333333333,4,0,Heavy,1
2026-03-05 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.39,1019.1,Rain,False,5,3,0,3,30.3,208.15,34.03666666666667,462.11000000000007,3,0,Heavy,1
2026-03-05 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.8,687.46,Clear,False,6,3,0,3,42.39,1019.1,37.163333333333334,638.2366666666668,0,0,Heavy,1
2026-03-05 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.39,1550.98,Clear,False,7,3,0,3,38.8,687.46,36.52666666666667,1085.8466666666666,0,0,Severe,3
2026-03-05 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.39,2272.19,Clear,False,8,3,0,3,28.39,1550.98,31.860000000000003,1503.5433333333337,0,0,Severe,3
2026-03-05 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.54,1685.28,Clear,False,9,3,0,3,28.39,2272.19,28.44,1836.1500000000003,0,0,Severe,3
2026-03-05 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,49.29,878.17,Clear,False,10,3,0,3,28.54,1685.28,35.406666666666666,1611.88,0,0,Moderate,2
2026-03-05 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.79,712.86,Snow,False,11,3,0,3,49.29,878.17,33.20666666666667,1092.1033333333335,4,0,Severe,3
2026-03-05 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,41.52,771.58,Cloudy,False,12,3,0,3,21.79,712.86,37.53333333333334,787.5366666666669,1,0,Moderate,2
2026-03-05 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.82,809.82,Clear,False,13,3,0,3,41.52,771.58,35.37666666666667,764.7533333333334,0,0,Moderate,2
2026-03-05 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,27.71,460.74,Snow,False,14,3,0,3,42.82,809.82,37.35,680.7133333333335,4,0,Heavy,1
2026-03-05 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.09,606.47,Cloudy,False,15,3,0,3,27.71,460.74,39.54,625.6766666666668,1,0,Moderate,2
2026-03-05 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,42.88,930.67,Clear,False,16,3,0,3,48.09,606.47,39.56000000000001,665.9600000000002,0,0,Heavy,1
2026-03-05 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.64,1341.34,Cloudy,False,17,3,0,3,42.88,930.67,37.870000000000005,959.4933333333335,1,0,Severe,3
2026-03-05 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.89,1763.1,Clear,False,18,3,0,3,22.64,1341.34,28.803333333333338,1345.0366666666666,0,0,Severe,3
2026-03-05 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.86,1651.95,Clear,False,19,3,0,3,20.89,1763.1,21.46333333333334,1585.4633333333334,0,0,Severe,3
2026-03-05 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,45.21,721.81,Cloudy,False,20,3,0,3,20.86,1651.95,28.986666666666668,1378.9533333333336,1,0,Moderate,2
2026-03-05 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.65,876.07,Clear,False,21,3,0,3,45.21,721.81,40.24,1083.2766666666669,0,0,Moderate,2
2026-03-05 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,21.53,1069.09,Heavy Rain,False,22,3,0,3,54.65,876.07,40.46333333333334,888.9900000000001,2,0,Severe,3
2026-03-05 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.63,270.69,Cloudy,False,23,3,0,3,21.53,1069.09,43.60333333333333,738.6166666666667,1,0,Free Flow,0
2026-03-06 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,53.86,235.87,Clear,False,0,4,0,3,54.63,270.69,43.34,525.2166666666666,0,0,Free Flow,0
2026-03-06 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,61.45,271.17,Cloudy,False,1,4,0,3,53.86,235.87,56.64666666666667,259.2433333333334,1,0,Free Flow,0
2026-03-06 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,51.48,227.96,Clear,False,2,4,0,3,61.45,271.17,55.59666666666667,245.00000000000009,0,0,Free Flow,0
2026-03-06 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,55.72,216.48,Clear,False,3,4,0,3,51.48,227.96,56.21666666666667,238.53666666666675,0,0,Free Flow,0
2026-03-06 04:00:00,SEG001,Hitech City Road,17.4483,78.3762,68.83,254.58,Cloudy,False,4,4,0,3,55.72,216.48,58.67666666666667,233.00666666666675,1,0,Free Flow,0
2026-03-06 05:00:00,SEG001,Hitech City Road,17.4483,78.3762,39.33,910.14,Clear,False,5,4,0,3,68.83,254.58,54.626666666666665,460.4000000000001,0,0,Heavy,1
2026-03-06 06:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.55,923.9,Clear,False,6,4,0,3,39.33,910.14,54.23666666666666,696.2066666666666,0,0,Heavy,1
2026-03-06 07:00:00,SEG001,Hitech City Road,17.4483,78.3762,11.45,1068.32,Snow,False,7,4,0,3,54.55,923.9,35.11,967.4533333333334,4,0,Severe,3
2026-03-06 08:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.42,1287.14,Clear,False,8,4,0,3,11.45,1068.32,32.14,1093.1200000000001,0,0,Severe,3
2026-03-06 09:00:00,SEG001,Hitech City Road,17.4483,78.3762,28.2,1607.32,Clear,False,9,4,0,3,30.42,1287.14,23.356666666666666,1320.9266666666667,0,0,Severe,3
2026-03-06 10:00:00,SEG001,Hitech City Road,17.4483,78.3762,24.5,1030.71,Heavy Rain,False,10,4,0,3,28.2,1607.32,27.706666666666667,1308.39,2,0,Severe,3
2026-03-06 11:00:00,SEG001,Hitech City Road,17.4483,78.3762,30.41,677.07,Clear,False,11,4,0,3,24.5,1030.71,27.703333333333333,1105.0333333333335,0,0,Heavy,1
2026-03-06 12:00:00,SEG001,Hitech City Road,17.4483,78.3762,37.28,715.29,Rain,False,12,4,0,3,30.41,677.07,30.73,807.69,3,0,Heavy,1
2026-03-06 13:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.35,628.38,Cloudy,False,13,4,0,3,37.28,715.29,40.013333333333335,673.58,1,0,Moderate,2
2026-03-06 14:00:00,SEG001,Hitech City Road,17.4483,78.3762,17.21,1223.53,Cloudy,True,14,4,0,3,52.35,628.38,35.61333333333334,855.7333333333332,1,0,Severe,3
2026-03-06 15:00:00,SEG001,Hitech City Road,17.4483,78.3762,43.76,690.47,Rain,False,15,4,0,3,17.21,1223.53,37.77333333333333,847.46,3,0,Moderate,2
2026-03-06 16:00:00,SEG001,Hitech City Road,17.4483,78.3762,50.23,801.23,Cloudy,False,16,4,0,3,43.76,690.47,37.06666666666667,905.0766666666668,1,0,Moderate,2
2026-03-06 17:00:00,SEG001,Hitech City Road,17.4483,78.3762,20.29,1710.9,Clear,False,17,4,0,3,50.23,801.23,38.093333333333334,1067.5333333333335,0,0,Severe,3
2026-03-06 18:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.95,1455.95,Clear,False,18,4,0,3,20.29,1710.9,31.156666666666666,1322.6933333333334,0,0,Severe,3
2026-03-06 19:00:00,SEG001,Hitech City Road,17.4483,78.3762,22.66,1507.52,Clear,False,19,4,0,3,22.95,1455.95,21.96666666666667,1558.1233333333337,0,0,Severe,3
2026-03-06 20:00:00,SEG001,Hitech City Road,17.4483,78.3762,38.68,967.4,Rain,False,20,4,0,3,22.66,1507.52,28.096666666666668,1310.29,3,0,Heavy,1
2026-03-06 21:00:00,SEG001,Hitech City Road,17.4483,78.3762,52.14,651.46,Cloudy,False,21,4,0,3,38.68,967.4,37.82666666666667,1042.1266666666668,1,0,Moderate,2
2026-03-06 22:00:00,SEG001,Hitech City Road,17.4483,78.3762,54.6,565.75,Clear,False,22,4,0,3,52.14,651.46,48.473333333333336,728.2033333333334,0,0,Free Flow,0
2026-03-06 23:00:00,SEG001,Hitech City Road,17.4483,78.3762,48.97,287.3,Rain,False,23,4,0,3,54.6,565.75,51.903333333333336,501.5033333333334,3,0,Moderate,2
2026-03-07 00:00:00,SEG001,Hitech City Road,17.4483,78.3762,66.16,152.31,Clear,False,0,5,1,3,48.97,287.3,56.576666666666675,335.12000000000006,0,0,Free Flow,0
2026-03-07 01:00:00,SEG001,Hitech City Road,17.4483,78.3762,63.01,155.58,Clear,False,1,5,1,3,66.16,152.31,59.38,198.39666666666676,0,0,Free Flow,0
2026-03-07 02:00:00,SEG001,Hitech City Road,17.4483,78.3762,60.56,189.41,Cloudy,False,2,5,1,3,63.01,155.58,63.24333333333334,165.76666666666674,1,0,Free Flow,0
2026-03-07 03:00:00,SEG001,Hitech City Road,17.4483,78.3762,56.65,165.59,Rain,False,3,5,1,3,60.56,189.41,60.073333333333345,170.1933333333334,3,0,Free Flow,0
